,id,common_name,binomial,category,order,family,colour1,colour2,colour3,min_length,max_length,min_weight,max_weight,voice,descriptions,diet,sources,vic,nsw,qld,act,nt,sa,tas,wa
184,438,Australian king parrot,Alisterus scapularis,Parrots and allies,Psittaciformes,"Strigopidae, Cacatuidae and Psittaculidae",green,red,,41.0,43.0,195.0,27.0,,"Australian King-Parrot is the largest king parrot. It  is endemic to eastern Australia.
    Adult has beautiful bright coloured plumage. It has  bright red-orange head, neck and underparts. On the upperparts, back and wings  are bright green. Scapulars are pale greenish. Rump, lower back and lower nape  are blue. Vent is red, slightly barred with dark green. Tail and undertail  feathers are dark bottle green. Central tail feathers are black. Tail is about 20 cm in length. Underwings  show blue lesser underwing coverts, and dark bottle green flight feathers.  
    Male has red upper mandible and grey lower mandible.  Tip is black. Eyes are yellow. Legs and feet are grey.","Australian King-Parrot feeds on nuts and seeds,  particularly of Eucalyptus and Acacias, but also of great variety of plants. It  also consumes fruits and berries, nectar, blossoms and leaf buds, insects and  their larvae.","HANDBOOK  OF THE BIRDS OF THE WORLD volume 4 by Josep del Hoyo, Andrew Elliot and Jordi  Sargatal – LYNX EDICION – ISBN 8487334229
PARROTS  OF THE WORLD – An Identification Guide – by Joseph M. Forshaw – Princeton University Press – ISBN 0691092516
Avibase (Lepage Denis)
 
Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia)",1.0,1.0,1.0,1.0,,,,
185,439,Red-winged parrot,Aprosmictus erythropterus,Parrots and allies,Psittaciformes,"Strigopidae, Cacatuidae and Psittaculidae",green,red,,30.0,33.0,120.0,210.0,,Red-winged Parrot is native to Australia and Papua New Guinea.,"Red-winged Parrot feeds on Eucalyptus and Acacia  seeds, mistletoe berries, fruits, flowers, nectar, insects and larvae.","HANDBOOK  OF THE BIRDS OF THE WORLD vol 4 by Josep  del Hoyo-Andrew  Elliott-Jordi Sargatal -  Lynx Edicions - ISBN: 8487334229
PARROTS  OF THE WORLD – An Identification Guide – by Joseph M.  Forshaw – Princeton   University Press – ISBN 0691092516
Avibase (Lepage Denis) 

Wikipedia (Wikipedia, The Free Encyclopedia) 
Birds in backyards (Birds Australia and Australian Museum) 
Honolulu Zoo",,1.0,1.0,,1.0,1.0,,1.0
186,444,Crimson rosella,Platycercus elegans,Parrots and allies,Psittaciformes,"Strigopidae, Cacatuidae and Psittaculidae",red,blue,white,32.0,36.0,115.0,170.0,,Crimson Rosella’s French name comes from the  naturalist Thomas Pennant (1726 – 1798).,"Crimson Rosella feeds mainly on seeds and fruits. It  may sometimes catch insects and larvae. It feeds in small groups in trees and  bushes, and on the ground.","HANDBOOK  OF THE BIRDS OF THE WORLD vol 4 by Josep  del  Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN: 8487334229
PARROTS  OF THE WORLD – An Identification Guide – by Joseph M.  Forshaw – Princeton   University Press – ISBN  0691092516
Avibase (Lepage Denis) 
Birds in backyards (Birds Australia and Australian Museum) 
New Zealand birds and birding (Narena Olliver) 
Welcome to  the Australian Museum",1.0,1.0,1.0,1.0,,1.0,,
187,462,Budgerigar,Melopsittacus undulatus,Parrots and allies,Psittaciformes,"Strigopidae, Cacatuidae and Psittaculidae",green,yellow,,17.0,18.0,30.0,40.0,,"Budgerigar is a small Australian parrot which survived  in this continent for over five million years.  
    Both sexes are similar.
    Adult has brownish upperparts barred black and yellow  on nape, neck, upper back and wings. Upper wings show broad yellow wing bar,  and dark greenish flight feathers. Rump is bright green. Graduated tail is  greenish-blue, with outer tail feathers displaying oblique yellow bands in  their centre. Tail is narrow and pointed. 
    Underparts are bright green. Tail is yellowish-green.  Under wings are bright green with dark greenish flight feathers and conspicuous  yellow stripe across flight feathers.  
    On the head, forehead and face are yellow. Ear coverts  are barred as back. We can see some small violet-blue spots on lower cheeks,  and black spots across the throat. 
    In both sexes, bill is olive-horn to olive-grey, but  male has blue cere, whereas female has brown cere in breeding plumage, and  paler to white in non breeding. Male and female have white eyes, and grey-blue  legs and feet.","Budgerigar feeds mainly on seeds of grasses and crop  plants. It first extracts the seed from the shell, and swallows it whole or  broken. It regularly drinks during the day.","HANDBOOK  OF THE BIRDS OF THE WORLD volume 4 by Josep del Hoyo, Andrew Elliot and Jordi  Sargatal – LYNX EDICION – ISBN 8487334229
PARROTS  OF THE WORLD – An Identification Guide – by Joseph M. Forshaw – Princeton University Press – ISBN 0691092516
Avibase (Lepage Denis)  
Animal Diversity Web (University of Michigan    Museum of Zoology) 
Birds in backyards (Birds Australia and Australian Museum)",1.0,1.0,1.0,1.0,1.0,1.0,,1.0
188,475,Asian koel,Eudynamys scolopaceus,Cuckoos,Cuculiformes,Cuculidae,black,brown,,39.0,46.0,180.0,240.0,http://www.xeno-canto.org/species/Eudynamys-scolopaceus,Asian Koel is a large cuckoo.,": 
  Asian Koel feeds mainly on fruits and berries in  trees, feasting on the ripe fruits. It also consumes insects and caterpillars.  Adults often frequent orchards.","LES OISEAUX DE THAILANDE par  Roland Eve et Anne-Marie Guigue - Times Editions - ISBN: 9812042008
L’ENCYCLOPEDIE MONDIALE DES  OISEAUX - Dr  Christopher M. Perrins -  BORDAS -  ISBN: 2040185607
Avibase (Lepage Denis) 
Wikipedia (Wikipedia, The Free Encyclopedia)",,,1.0,,,,,
189,477,Long-tailed cuckoo,Eudynamys taitensis,Cuckoos,Cuculiformes,Cuculidae,brown,,,38.0,42.0,120.0,125.0,,"el
Urodynamis taitensis
Cuculiformes Order – Cuculidae Family
INTRODUCTION:
    The  Long-tailed Cuckoo belongs to the subfamily Cuculinae which includes the Old World parasitic cuckoos. This  species lays the eggs in the nests of the Mohouidae,  and these tiny birds raise the young cuckoos.
    The  Long-tailed Cuckoo is a long-distance migrant. It breeds in New Zealand, but  after the breeding season, it performs a remarkable overwater migration to  winter in a vast arc of Pacific islands. It migrates at night while uttering  loud shrill notes, giving the bird the name of “screamer”.  
DESCRIPTION OF THE BIRD:
Biometrics: 
    Length:  38-42 cm
    Weight:  120-125 g
The  adult male has rufous-barred brown upperparts, including the wings and the long  tail, as long as its body.
    The  underparts are white to rufous and streaked black from chin to vent. The  streaks are usually thick. 
The head  is blackish streaked rufous. There is a conspicuous white supercilium, and we  can see a dark moustachial stripe contrasting with the white lower cheek. 
    The bill  is yellow to horn-coloured. The eyes are dark brown. Legs and feet are greyish. 
Both  sexes are similar, but some birds can be more rufous and are often females. 
    The  juvenile has dark brown, heavily spotted creamy-white upperparts. The  underparts are more or less tinged pale brownish, with thinner streaks than in  adults. The dark tail is barred whitish.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 4 by Josep del Hoyo-Andrew Elliott-Jordi Sargatal - Lynx Edicions - ISBN: 8487334229
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
New Zealand Birds Online  
New Zealand bird status between 2008  and 2012 
Te Ara – The Encyclopedia of New  Zealand  
New Zealand birds and birding (Narena Olliver)  
Tiritiri Matangi Open Sanctuary 
Welcome to Birding  West Coast  
HBW  Alive",,,1.0,,,,,
190,490,Rufous owl,Ninox rufa,True owls,Strigiformes,Strigidae,brown,,,52.0,56.0,700.0,1300.0,http://www.xeno-canto.org/species/Ninox-rufa,"Rufous Owl is a large owl of tropical rainforests,  with small head and long tail. 
    Adult male has dark rufous upperparts, with fine pale  brown bars. Uppertail shows broader bars.
    Underparts are paler, rich rufous, with fine  buffy-white bars. Underwings and undertail are pale brown, with broad  buffy-white bars. 
    On the head, forehead, crown and nape are rich rufous  as upperparts. We can see an indistinct dark brown facial disk, with whitish  patch between eyes. 
    Hooked bill is grey to pale horn, and with short black  bristles at base. Eyes are golden-yellow. Feathered legs are rich rufous. Toes  are creamy-coloured with black talons.","Rufous Owl feeds on wide variety of preys, such as  large insects, large birds (turkeys, scrub fowls, frogmouths, and cockatoos),  several species of herons, ducks and parrots, medium-sized mammals such as  marsupials, rodents and flying foxes.  
    It regularly ejects pellets consisting of indigested  remains of preys eaten.","HANDBOOK  OF THE BIRDS OF THE WORLD Vol 5 by Josep  del Hoyo-Andrew Elliott-Jordi Sargatal - Lynx  Edicions - ISBN: 8487334253
Avibase (Lepage Denis) 
The Owl Pages (Deane P.Lewis) 
Birds in backyards (Birds Australia and Australian Museum)",,,1.0,,1.0,,,1.0
191,495,Buffy fish owl,Bubo ketupu,True owls,Strigiformes,Strigidae,brown,,,40.0,48.0,1030.0,2100.0,,"etupu
Strigiformes Order – Strigidae family
INTRODUCTION:
    The  Buffy Fish-Owl feeds exclusively on fish and a variety of aquatic organisms. Some  morphological features are well-adapted to its feeding behaviour. This species  is rarely seen far from water, usually in forested areas and even close to  human habitations. 
DESCRIPTION OF THE BIRD:
Biometrics:
    Length:  40-48 cm
    Weight:  1030-2100 g
The  Buffy Fish-Owl is the smallest of the four fish-owls. 
    The adult  has buff upperparts with dark brown streaks and pale rufous edges to feathers. The  scapulars are paler, mostly whitish to pale buff. On the wings, the flight  feathers are barred buff and dark brown, with a few whitish bars. The rectrices  are dark brown with pale tips and a few buffish-white bars. 
The underparts  are warm buff with dark brown streaks, more conspicuous on neck and breast, and  thinner and sparser on belly and flanks. 
Head and  neck are similar to the upperparts, but the feathers lack the pale tips. Forehead  and eyebrows are white. The facial disk is pale buff. The floppy ear-tufts are  directed sideward, stilted at 45 degrees.
    The bill  is black. The eyes are yellow. The long, yellowish-grey tarsi are unfeathered  along with the toes. The soles of the feet are covered with spiny scales. The claws  are dark horn.",,"HANDBOOK  OF THE BIRDS OF THE WORLD Vol 5 by Josep del Hoyo-Andrew Elliott-Jordi Sargatal  - Lynx Edicions -  ISBN: 8487334253
A  Field Guide to the Birds of South-East Asia by Craig Robson. New Holland Publishers. ISBN:  9781780090498
OWLS OF  THE   WORLD – By Claus König, Friedhelm Weick and Jan-Hendrik Becking - IBSN  978-0-7136-6548-2
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
The Owl Pages (Deane P.Lewis)  
CREAGUS@Monterey Bay (Don Roberson)  
PLANETOFBIRDS.COM 
AVIBIRDS.COM 
Stability of Altered Forest Ecosystems – S.A.F.E Project 
HBW Alive",,1.0,,,,,,
192,501,Common kingfisher,Alcedo atthis,Kingfishers,Coraciiformes,Alcedinidae,blue,,,15.0,18.0,34.0,46.0,http://www.xeno-canto.org/species/Alcedo-atthis,"Common Kingfisher has wide range, where several  subspecies are living.","The Common Kingfisher feeds mainly on fish and small  crustaceans, prawns, crabs and others. It catches insects in flight.","HANDBOOK  OF THE BIRDS OF THE WORLD Vol 6 by  Josep  del  Hoyo-Andrew Elliott-Jordi Sargatal - Lynx Edicions, 2001 - ISBN:  848733430X
Avibase (Lepage Denis) 
Sungei Buloh Wetlands Reserve (Michael Mastaller) 
Wikipedia (Wikipedia, The Free  Encyclopedia)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
193,508,Blue-winged kookaburra,Dacelo leachii,Kingfishers,Coraciiformes,Alcedinidae,brown,blue,,38.0,41.0,250.0,322.0,http://www.xeno-canto.org/species/Dacelo-leachii,"The  Blue-winged Kookaburra belongs to the subfamily “halcyininae”, the largest and  the most diverse with 59 species, among them the four kookaburras of genus  Dacelo.","The  Blue-winged Kookaburra feeds on large insects such as grasshoppers, crickets,  mantids, beetles, bugs, cicadas and many others, insect larvae, spiders,  scorpions, crustaceans, snails and earthworms. Small vertebrates such as fish,  frogs, lizards, snakes, small birds and small mammals are also taken. It hunts  from perches.","HANDBOOK OF THE BIRDS OF THE WORLD Vol 6 by   Josep del Hoyo-Andrew  Elliott-Jordi Sargatal - Lynx Edicions, 2001 - ISBN: 848733430X
Avibase (Lepage Denis) 
BirdLife International (BirdLife International
Australian Museum 
THE AVIANWEB (Sibylle Faye) 
Wikipedia, the free encyclopaedia",,1.0,1.0,,1.0,,,1.0
194,514,Black-capped kingfisher,Halcyon pileata,Kingfishers,Coraciiformes,Alcedinidae,blue,,,25.0,29.0,67.0,91.0,http://www.xeno-canto.org/species/Halcyon-pileata,The Black-capped  Kingfisher often perches conspicuously on exposed poles. This species is common  in mangroves and other coastal waters.,"The Black-capped  Kingfisher feeds on great variety of preys such as crabs and fish on the coast.  It beats the hard shell of the crabs with the bill to crush it before swallowing. 
    Inland,  it takes insects such as Odonata, Notonectidae, Orthoptera, crickets, beetles  and even bees and wasps. It may occasionally take some frogs and reptiles.","HANDBOOK OF THE BIRDS OF THE WORLD Vol 6 by   Josep del Hoyo-Andrew  Elliott-Jordi Sargatal - Lynx Edicions, 2001 - ISBN: 848733430X
A Field Guide to the Birds of South-East Asia by Craig Robson. New Holland  Publishers. ISBN: 9781780090498
Avibase (Lepage Denis) 
BirdLife  International (BirdLife International) 
Sungei  Buloh Wetlands Reserve (Michael Mastaller) 
Wikipedia, the free encyclopaedia",,,,,,,,1.0
195,520,Rainbow pitta,Pitta iris,Pittas,Passeriformes,Pittidae,black,green,blue,13.0,15.0,90.0,100.0,http://www.xeno-canto.org/species/Pitta-iris,"Rainbow Pitta is endemic to Australia.
    Adult male has bright green upperparts and rump. Sides  of mantle can often show iridescent golden gloss, and we can see sometimes a  slight blue tinge, giving paler aspect than usual. Tail is olive-green. Upper  wings show bright glossy blue shoulder patch. 
    Underparts are mainly black, except on lower flanks  and vent which are chestnut. Under wings are black. Undertail coverts are  reddish-pink. 
    Head, chin and throat are black, forming a kind of  hood. Crown is marked with broad chestnut-brown band. This band can vary from  short streak to patch on nape. 
    Strong, conical bill is black. Eyes are dark brown.  Legs are flesh-coloured to reddish-grey, whereas feet are darker, brown or  blackish.","Rainbow Pitta has varied diet, feeding on earth worms  and other invertebrates. It also consumes caterpillars, ants, bugs, dipterans’  larvae, spiders, butterflies, beetle larvae, snails, small frogs and fruits.","Pittas,  Braodbills and Asities by Franck Lambert - Pica Press -  ISBN : 1873403240
Avibase (Lepage Denis) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
BirdLife International (BirdLife International)",,,,,1.0,,,1.0
196,523,Superb lyrebird,Menura novaehollandiae,Lyrebirds,Passeriformes,Menuridae,brown,,,80.0,100.0,890.0,1100.0,,"SCRIPTION: 
    Superb Lyrebird was discovered by John Wilson in 1788. It is endemic to Australia.","Superb Lyrebird feeds on worms, insects, spiders and sometimes seeds. It  feeds at ground level, and finds its food in leaf-litter.","HANDBOOK OF THE BIRDS OF THE WORLD Vol 9 - by Josep del Hoyo - Andrew Elliot - David Christie - Lynx Edicions - ISBN: 8487334695
L’ENCYCLOPEDIE  MONDIALE DES OISEAUX - Dr Christopher M. Perrins -  BORDAS - ISBN: 2040185607
Avibase
Arthur  Grosset's Birds (Arthur Grosset)
Birds in  backyards (Birds Australia and Australian Museum)
CREAGUS@Monterey  Bay (Don Roberson)
Wikipedia  (Wikipedia, The Free Encyclopedia)",1.0,1.0,1.0,1.0,,,1.0,
197,538,Satin bowerbird,Ptilonorhynchus violaceus,Bowerbirds and catbirds,Passeriformes,Ptilonorhynchidae,black,,,32.0,33.0,173.0,290.0,,The Satin  Bowerbird is probably the best known species of this family. The male’s  displays around the bower are an amazing spectacle.,"The Satin  Bowerbird feeds primarily on fruits, flowers, leaves, seeds, nectar, and takes insects  during the breeding season. They feed by gleaning and sallying for  invertebrates.","HANDBOOK OF THE BIRDS OF THE WORLD Vol 14 by Josep del Hoyo-Andrew Elliot-David Christie - Lynx Edicions – ISBN: 9788496553507
Ottaviani,  M. (2014). Les Oiseaux à  berceaux - Histoire naturelle et photographies, 262 pages. Editions  Prin, France. ISBN  978-2-909136-41-7
L’ENCYCLOPEDIE  MONDIALE DES OISEAUX - Dr Christopher M. Perrins -  BORDAS - ISBN: 2040185607
Avibase (Lepage Denis) 
BirdLife International (BirdLife International) 
Birds in backyards (Birds Australia and Australian Museum)
Portfolio. Dr Ellen K. Rudolph - A Conservation Collection
Wikipedia, the free encyclopaedia",1.0,1.0,1.0,1.0,,,,
198,541,Great bowerbird,Ptilonorhynchus nuchalis,Bowerbirds and catbirds,Passeriformes,Ptilonorhynchidae,grey,,,33.0,37.0,180.0,265.0,http://www.xeno-canto.org/species/Chlamydera-nuchalis,"The Great Bowerbird is one of the five grey bowerbirds  of the genus Chlamydera, and the largest species of this family. 
    Its spectacular displays close to the bower are  conspicuous, and the male spends most of the year working and defending this  place.","The Great Bowerbird feeds on fruits, flowers, green  vegetables, nectar, seeds, insects and food scraps. 
    It forages in fruiting trees, bushes and on the  ground.","HANDBOOK OF THE BIRDS OF THE WORLD Vol 14 by Josep del   Hoyo-Andrew Elliot-David Christie - Lynx Edicions – 
    ISBN:   9788496553507
Ottaviani,  M. (2014). Les Oiseaux à  berceaux - Histoire naturelle et photographies, 262 pages. Editions  Prin, France. ISBN  978-2-909136-41-7
BIRDS OF ASIA AND AUSTRALIA  by David   Alderton – Southwater - ISBN : 184215978X
BIRDS OF AUSTRALIA by Peter Rowland – Ed:   Louise Egerton - ISBN: 1864363436
Avibase (Lepage Denis) 
BirdLife   International (BirdLife International)",,1.0,1.0,,1.0,,,1.0
199,543,Superb fairywren,Malurus cyaneus,"Fairywrens, emu-wrens and grasswrens",Passeriformes,Maluridae,blue,black,grey,14.0,16.0,8.0,13.0,http://www.xeno-canto.org/species/Malurus-cyaneus,"Superb Fairywren male in breeding plumage has blue and  black upperparts. Crown, ear coverts and upper mantel are bright  turquoise-blue. These parts of plumage are highly iridescent. Nape, lower back  and rump are black. Upper wings are brown. Long tail is blue. 
    On the underparts, chin, throat and upper breast are  deep blue-black. Black breast band separates whitish belly from blue throat. 
    Thin bill is blackish. Eyes are dark brown, with black  eye line starting from lores and joining the black nape. Legs and feet are  brownish. 
    Non breeding male is similar to female, but it has  black bill and has no reddish eye-ring.","Superb Fairywren is mainly insectivorous, feeding on  ants, grasshoppers, flies and various larvae. It also consumes some seeds,  flowers and fruits. 
    Chicks are fed with caterpillars and grasshoppers.","HANDBOOK  OF THE BIRDS OF THE WORLD Vol 12 by Josep  del Hoyo-Andrew  Elliott-David Christie - Lynx Edicions - ISBN:  8496553423
Avibase (Lepage Denis)

Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Arthur Grosset's Birds (Arthur Grosset)",1.0,1.0,1.0,1.0,,1.0,1.0,
200,642,Noisy miner,Manorina melanocephala,Honeyeaters,Passeriformes,Meliphagidae,grey,,,24.0,29.0,70.0,80.0,http://www.xeno-canto.org/species/Manorina-melanocephala,"Noisy Miner is an aggressive bird, living in groups or  colonies.
    Adult male has pale grey plumage overall, with darker  wings and tail. Wings are slightly washed green on the edges. Mantel is pale  grey scaled with dark grey. 
    Underparts are paler, whitish-grey on belly, vent and  undertail feathers. Chin, throat and breast are whitish-grey, spotted with  darker grey.   
    Head shows black crown and cheeks. Forehead, face and  nape are brownish-grey, spotted with darker grey, as mantel. 
    Pointed, conical bill is yellow. Eyes are dark brown,  with yellow patch of bare skin behind each eye. Legs and feet are yellow. 
    Both sexes are similar.","Noisy Miner feeds on insects, nectar and fruits. It  may occasionally feed small reptiles and amphibians.","Avibase (Lepage Denis) 
Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Welcome to  the Australian Museum",1.0,1.0,1.0,1.0,,1.0,1.0,
201,675,Blue-faced honeyeater,Entomyzon cyanotis,Honeyeaters,Passeriformes,Meliphagidae,green,blue,,26.0,32.0,100.0,110.0,http://www.xeno-canto.org/species/Entomyzon-cyanotis,Blue-faced Honeyeater is also known as Bananabird.  This bird is a pest for Banana-plantations where it strongly damages ripe  fruits.,"Blue-faced Honeyeater feeds mainly on fruits, insects  and nectar from flowers, native or exotic plants. 
    It forages in small groups on tree branches or in  foliage.","HANDBOOK  OF THE BIRDS OF THE WORLD Vol 13 by Josep  del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx  Edicions – ISBN: 9788496553453
Avibase (Lepage Denis) 
Birds in backyards (Birds Australia and Australian Museum)",1.0,1.0,1.0,1.0,1.0,1.0,,1.0
202,689,Grey-crowned babbler,Pomatostomus temporalis,Babblers,Passeriformes,Pomatostomidae,,,,25.0,29.0,75.0,85.0,http://www.xeno-canto.org/species/Pomatostomus-temporalis,Grey-crowned Babbler is the largest of the four  Australian Babblers.,"Grey-crowned Babbler is insectivorous, foraging as on  ground or in trees. It feeds mainly on insects and other invertebrates. It also  may consume some seeds.","Avibase (Lepage Denis) 
Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia)",1.0,1.0,1.0,1.0,1.0,1.0,,1.0
203,744,Australian magpie,Cracticus tibicen,"Currawongs, woodswallows, butcherbirds and allies",Passeriformes,Artamidae,black,white,,36.0,44.0,220.0,350.0,http://www.xeno-canto.org/species/Gymnorhina-tibicen,"Australian Magpie is a medium-sized bird, with black  and white plumage. It is native to Australia  and southern New Guinea.","Australian Magpie pecks and probes for crickets, worms  and snails. They also take flies, spiders and lizards. They eat grass grubs  (that helps farmers), but they also consume seeds, foliage and grain. They take  the eggs of other bird species, mice and carrion.","Avibase (Lepage Denis) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Birds in backyards (Birds Australia and Australian Museum) 
New Zealand birds and birding (Narena Olliver) 
Arthur Grosset's Birds (Arthur Grosset)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
204,745,Pied currawong,Strepera graculina,"Currawongs, woodswallows, butcherbirds and allies",Passeriformes,Artamidae,black,white,,44.0,51.0,220.0,290.0,http://www.xeno-canto.org/species/Strepera-graculina,"Pied Currawong is a large black and white bird.
    Adult male has black plumage overall, except white  patches on under tail, on tips and bases of tail feathers, and also small white  patch near wing tips (mainly visible in flight). 
    Head is black. Powerful, long bill is black. Eyes are  yellow. Legs and feet are blackish.","Pied Currawong is omnivorous, hunting in varied kinds  of areas, and eating wide range of food. 
    It feeds on insects, fruits and vertebrates such as  small and young birds. It also eats small lizards, snails, caterpillars and  berries. It often scavenges and seeks food from people.","Avibase (Lepage Denis)

Welcome to  the Australian Museum
Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia)

THE AVIANWEB (Sibylle Faye)",1.0,1.0,1.0,1.0,,1.0,,
205,746,Black currawong,Strepera fuliginosa,"Currawongs, woodswallows, butcherbirds and allies",Passeriformes,Artamidae,brown,grey,,49.0,50.0,365.0,457.0,,"Biometrics: 
    Length:  49-50 cm
    Weight:  M: 365-457 g – F: 327-353 g",,"HANDBOOK OF THE BIRDS OF THE WORLD Vol 12 by Josep del Hoyo-Andrew Elliott-David Christie - Lynx Edicions - ISBN: 8496553423
L’ENCYCLOPEDIE  MONDIALE DES OISEAUX - Dr Christopher M. Perrins -  BORDAS - ISBN: 2040185607
Avibase (Lepage Denis) 
BirdLife International (BirdLife  International) 
Birds in backyards (Birds Australia  and Australian Museum) 
PLANETOFBIRDS.COM 
HBW Alive 
Wikipedia, the  free encyclopaedia",,,,,,,1.0,
206,748,Spangled drongo,Dicrurus bracteatus,Drongo,Passeriformes,Dicruridae,black,,,28.0,32.0,70.0,90.0,http://www.xeno-canto.org/species/Dicrurus-bracteatus,Spangled Drongo is the only drongo living in  Australia.,Spangled Drongo feeds on insects taken in flight or  from foliage and bark. It also consumes fruit and nectar.,"Avibase (Lepage Denis) 
Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Welcome to  the Australian Museum",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
207,751,New Zealand fantail,Rhipidura fuliginosa,Fantails,Passeriformes,Rhipiduridae,brown,black,,14.0,17.0,6.5,9.0,,"pidura fuliginosa
Passeriformes Order – Rhipiduridae Family
INTRODUCTION:
    The New  Zealand Fantail was named « this fairy of the bush » by William  Herbert Guthrie-Smith, naturalist and birdwatcher born in 1862 in Scotland. 
    This pretty  bird is moving continuously and the long, flickering fanned tail is constantly  used in flight, during displays and while foraging and feeding. 
    It is  mainly a forest species, but it is well-adapted to human developments and has  become quite confiding. Its local Maori’s name is “Piwakawaka”. 
DESCRIPTION OF THE BIRD:
Biometrics: 
    Length:  14-17 cm
    Weight:  6,5 - 9 g 
There  are two colour morphs. The pied morph (here displayed) is more common than the  black morph which is about 12/25% of South I population, and less than 1% of  North I birds.    
The  adult male of nominate race has olive-brown upperparts. The upperwing is dark  brown with double white wingbar formed by the whitish tips of greater and  median wing-coverts. The inner secondaries are edged whitish too. On the  uppertail, the central rectrices are brownish-black and show white shafts and  tips. The tail feathers 2-5 are white, with brownish-black edges to outer webs. The outer rectrices are  greyish-white.",,"HANDBOOK  OF THE BIRDS OF THE WORLD Vol 11 by Josep del Hoyo, Andrew Elliott and David  Christie - Lynx  Edicions - ISBN: 849655306X
KNOW  YOUR NEW ZEALAND BIRDS by Lynnette Moon - New Holland Publishers – ISBN: 1869660897
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
New Zealand bird status between 2008  and 2012 
New Zealand Birds Online  
Department of Conservation 
New Zealand birds and birding (Narena Olliver)  
Wikipedia, the free encyclopaedia 
Te Ara – The Encyclopedia of New  Zealand  
THE AVIANWEB (Sibylle Faye) 
HBW  Alive",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
208,755,Willie wagtail,Rhipidura leucophrys,Fantails,Passeriformes,Rhipiduridae,black,white,,18.0,22.0,17.0,24.0,http://www.xeno-canto.org/species/Rhipidura-leucophrys,Willie Wagtail is one of the most popular and the  largest of Australian fantails.,"Willie Wagtail feeds mainly on insects and small  invertebrates. It hunts gnats, flies and small moths.","Avibase (Lepage Denis) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Birds in backyards (Birds Australia and Australian Museum) 
BirdLife International (BirdLife International) 
Arthur Grosset's Birds (Arthur Grosset)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
209,756,Brown shrike,Lanius cristatus,Shrikes,Passeriformes,Laniidae,brown,,,17.0,20.0,27.0,34.0,,"status
Passeriformes Order – Laniidae Family
INTRODUCTION:
    The  Brown Shrike is a small, migratory shrike, often seen perched in upright stance.  This is a very typical shrike that hunts from perches and impales prey on horny  branches.  
    This  species breeds in central and eastern Asia, and spends the winter in India, SE  Asia and Indonesia. It frequents open country with bushes and scattered trees. 
    The  Brown Shrike has four subspecies that differ in plumage pattern and coloration. 
    This  species is not globally threatened, although its population is declining. 
DESCRIPTION OF THE BIRD:
Biometrics: 
    Length:  17-20 cm
    Weight:  M: 27-34 gr – F: 28-37 gr
The  Brown Shrike adult male of nominate race has rufous-brown crown and nape and  slightly duller upperparts, except the rump and the uppertail-coverts that are slightly  brighter. The upperwing is mostly dark brown with wing-coverts and inner  flight-feathers edged whitish. The tail is dull rufous, with paler edges and  tips on outer rectrices. 
The  underparts are whitish with pale rufous tinge, except on the white chin and  throat. The undertail-coverts are pale brownish-grey.
On the  head, crown and nape are rufous-brown. We can see a conspicuous black facial  mask extending from lores through the eye to rear ear-coverts. There is a broad  white supercilium. The lower forehead is creamy-white.
    The  hooked bill is black. The eyes are brown. Legs and feet are blackish.",,"HANDBOOK OF THE BIRDS OF THE WORLD Vol 13 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions – ISBN: 9788496553453
A Field Guide to the Birds of South-East Asia by Craig Robson. New Holland  Publishers. ISBN: 9781780090498
THE  HANDBOOK OF BIRD IDENTIFICATION FOR EUROPE AND THE WESTERN PALEARCTIC by Mark  Beaman, Steve Madge -  C.Helm - ISBN: 0713639601
Avibase (Denis Lepage)
BirdLife International 
HBW Alive 
Wikipedia, the free encyclopaedia
What Bird-The ultimate Bird Guide (Mitchell  Waite) 
THE AVIANWEB - Beauty of Birds (Sibylle Faye) 
Brown Shrike Lanius cristatus appearance and variability of individuals seen on migration in South Korea",,,,,,,,1.0
